type_transaction,prix_location,devise_location,prix_vente,description,localisation
,,,6 500 000CFA,Renault duster 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 000 000CFA,Hyundai Santa fe 2018,"Yopougon, Abidjan, Côte d'Ivoire"
,,,14 700 000CFA,Toyota Land Cruiser 2012,"Koumassi, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Honda CRV 4 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Mazda CX-7 2010,"Abidjan, Côte d'Ivoire"
,,,5 700 000CFA,Ford Focus 2015,"Marcory, Abidjan, Côte d'Ivoire"
,,,4 800 000CFA,Honda CRV2 2002,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,234 194,CFA/mois *,3 800 000CFA,Renault Kwid 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,311 769,CFA/mois *,5 500 000CFA,Renault Logan 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,813 726,CFA/mois *,16 500 000CFA,Hyundai Santa fe 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Suzuki Vitara 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 600 000CFA,Hyundai Tucson 2006,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 000 000CFA,Nissan Qashqai 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 840 455,CFA/mois *,39 000 000CFA,Jeep Rubicon 2022,"Koumassi, Abidjan, Côte d'Ivoire"
,,,5 900 000CFA,Ford Fusion 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Toyota Obama  2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 900 000CFA,MAZDA 3 2019 Concessionnaire ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Mazda BT-50 2017 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 270 050,CFA/mois *,26 500 000CFA,Land Rover Range Rover 2022 concessionnaire,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 000 000CFA,Citroen C4 2005,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 700 000CFA,Honda Civic 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Toyota Hiace 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 900 000CFA,Hyundai Tucson 2007,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Infiniti FX 2007,"Angré, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Infiniti FX 2007,"Angré, Abidjan, Côte d'Ivoire"
,,,9 900 000CFA,Ford Explorer 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Nissan Versa 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 300 000CFA,Ford Escape 2018,"Angré, Abidjan, Côte d'Ivoire"
,,,4 850 000CFA,Hyundai Tucson 2010,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,311 769,CFA/mois *,5 500 000CFA,Kia Morning  2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Kia Optima 2013,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 201 601,CFA/mois *,25 000 000CFA,Toyota highlanders 2022,"Abidjan, Côte d'Ivoire"
A partir de,3 939 545,CFA/mois *,85 000 000CFA,BMW X3 M50  2025,"Abidjan, Côte d'Ivoire"
A partir de,790 909,CFA/mois *,16 000 000CFA,Peugeot 3008 2020,"Angré, Abidjan, Côte d'Ivoire"
,,,4 300 000CFA,Hyundai Tucson 2006,"Yopougon, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Kia Sportage 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,16 500 000CFA,Toyota Hi-Ace 2019,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Mercedes-Benz E350 cambriolet,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 570 573,CFA/mois *,55 000 000CFA,Land Rover Range Rover 2024,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 292 866,CFA/mois *,27 000 000CFA,Hyundai Santa Fe 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 800 000CFA,Honda CR-V 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,32 000 000CFA,Mercedes-Benz GL-Class 2018,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 201 601,CFA/mois *,25 000 000CFA,Toyota Rav4 2022,"Angré, Abidjan, Côte d'Ivoire"
A partir de,2 342 411,CFA/mois *,50 000 000CFA,Mercedes-Benz GL-Class 2020,"Angré, Abidjan, Côte d'Ivoire"
,,,4 800 000CFA,Peugeot 2008 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,19 500 000CFA,Toyota Land Cruiser 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,Honda CR-V 2024,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 192 475,CFA/mois *,24 800 000CFA,Acura RDX 2021,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 338 498,CFA/mois *,28 000 000CFA,Hyundai Tucson 2022,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 110 336,CFA/mois *,23 000 000CFA,Toyota Rav4 2021,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 087 520,CFA/mois *,22 500 000CFA,Kia Sportage 2024,"Angré, Abidjan, Côte d'Ivoire"
,,,13 000 000CFA,Mitsubishi Eclipse 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 711 383,CFA/mois *,80 000 000CFA,Land Rover Defender 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,562 747,CFA/mois *,11 000 000CFA,Hyundai Elantra 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 000 000CFA,Peugeot 406 2008,"Angré, Abidjan, Côte d'Ivoire"
A partir de,676 828,CFA/mois *,13 500 000CFA,Mitsubishi Eclipse 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,375 655,CFA/mois *,6 900 000CFA,Citroen C4 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,996 255,CFA/mois *,20 500 000CFA,Hyundai Palissade 2021,"Yopougon, Abidjan, Côte d'Ivoire"
,,,10 900 000CFA,Hyundai Elantra 2019,"Yopougon, Abidjan, Côte d'Ivoire"
,,,36 000 000CFA,Mazerati Levante Q4,"Abidjan, Côte d'Ivoire"
,,,17 800 000CFA,BMW X3 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,507 989,CFA/mois *,9 800 000CFA,Ford Ecosport 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 900 000CFA,BMW E46,"Yopougon, Abidjan, Côte d'Ivoire"
,,,3 900 000CFA,Mercedes-Benz C200 2002 ,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,343 712,CFA/mois *,6 200 000CFA,Suzuki Dzire 2023 ,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,859 358,CFA/mois *,17 500 000CFA,Hyundai Tucson 2023,"Yopougon, Abidjan, Côte d'Ivoire"
,,,3 200 000CFA,Mercedes-Benz C180 2002 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,3 200 000CFA,BMW E46 2000,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 350 000CFA,Toyota Corolla 2008,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 016 790,CFA/mois *,20 950 000CFA,Toyota Rav4 XLE 2023,"Yopougon, Abidjan, Côte d'Ivoire"
,,,16 250 000CFA,Mercedes-Benz GLE 350 4 Matic 2018,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,334 585,CFA/mois *,6 000 000CFA,Kia Seltos 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,585 564,CFA/mois *,11 500 000CFA,Checker Town 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Honda CRV1 2000,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 000 000CFA,Hyundai Santa Fe 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,334 585,CFA/mois *,6 000 000CFA,Suzuki Swift 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,371 091,CFA/mois *,6 800 000CFA,Suzuki Dzire 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 800 000CFA,Renault Koleos 2011,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 338 498,CFA/mois *,28 000 000CFA,BMW X3 Sdrive 2.0i,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,736 151,CFA/mois *,14 800 000CFA,Honda CR-V 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 800 000CFA,Hyundai Santa Fe 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 000 000CFA,Toyota Yaris 2003,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,Rover Range Rover 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,517 115,CFA/mois *,10 000 000CFA,Toyota Starlet 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 500 000CFA,Toyota Rav4 2014,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,108 705,CFA/mois *,1 050 000CFA,Fiat grand Break 2022,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,608 380,CFA/mois *,12 000 000CFA,Peugeot 3008,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Hyundai Tucson 2015 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 000 000CFA,Kia Sportage 2011,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 000 000CFA,Jeep Grand Cherokee 2012,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,375 655,CFA/mois *,6 900 000CFA,Changan CS15 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,275 263,CFA/mois *,4 700 000CFA,Suzuki S-Presso 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,4 624 031,CFA/mois *,100 000 000CFA,Toyota Land Cruiser 2024,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,275 263,CFA/mois *,4 700 000CFA,Suzuki S-Presso 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,12 500 000CFA,Mercedes-Benz GL-Class 2016,"Angré, Abidjan, Côte d'Ivoire"
A partir de,2 798 735,CFA/mois *,60 000 000CFA,Toyota Land Cruiser 2023,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 110 336,CFA/mois *,23 000 000CFA,Kia Sportage 2024 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,16 000 000CFA,BMW X5 2015,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 703 557,CFA/mois *,36 000 000CFA,Toyota Fortuner 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 703 557,CFA/mois *,36 000 000CFA,Toyota fortuner  2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 800 000CFA,Mitsubishi Pajero 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 200 000CFA,Peugeot 406 2001,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 178 785,CFA/mois *,24 500 000CFA,Kia Sportage 2024 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,8 850 000CFA,Hyundai elantra 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 850 000CFA,Hyundai elantra 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 500 000CFA,Honda HR-V 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 750 000CFA,Renault Duster 2015,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,904 990,CFA/mois *,18 500 000CFA,Dongfeng Rich 6 2024,"Angré, Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Hyundai Santa fe  2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 700 000CFA,Peugeot 2008 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 800 000CFA,Toyota Rav4 2000,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,795 473,CFA/mois *,16 100 000CFA,Dongfeng Rich 6 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,827 415,CFA/mois *,16 800 000CFA,Dongfeng Rich 6 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,813 726,CFA/mois *,16 500 000CFA,Suzuki Grand Vitara 2023,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,827 415,CFA/mois *,16 800 000CFA,Dongfeng Rich 6 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 650 000CFA,Hyundai Tucson 2008,"Koumassi, Abidjan, Côte d'Ivoire"
,,,1 850 000CFA,Peugeot 206  2003,"Angré, Abidjan, Côte d'Ivoire"
,,,14 900 000CFA,Mazda CX-9 2019,"Angré, Abidjan, Côte d'Ivoire"
A partir de,895 864,CFA/mois *,18 300 000CFA,Hyundai Tucson 2021 ,"Abidjan, Côte d'Ivoire"
A partir de,722 461,CFA/mois *,14 500 000CFA,Hyundai tucson 2020,"Abidjan, Côte d'Ivoire"
A partir de,517 115,CFA/mois *,10 000 000CFA,Sonitruck Howo  2020,"Marcory, Abidjan, Côte d'Ivoire"
,,,7 650 000CFA,Peugeot 5008 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,466 919,CFA/mois *,8 900 000CFA,Toyota starlet 2022,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,284 390,CFA/mois *,4 900 000CFA,Suzuki Dzire 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 703 557,CFA/mois *,36 000 000CFA,Toyota highlander 2022,"Abidjan, Côte d'Ivoire"
A partir de,512 552,CFA/mois *,9 900 000CFA,Kia forte 2020,"Abidjan, Côte d'Ivoire"
,,,3 800 000CFA,Toyota Auris 2008,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,357 402,CFA/mois *,6 500 000CFA,Suzuki Dzire 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Mitsubishi Pajero 2006,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,950 623,CFA/mois *,19 500 000CFA,Audi Q3 2020,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,836 542,CFA/mois *,17 000 000CFA,Suzuki Grand Vitara hybride 2024,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,380 218,CFA/mois *,7 000 000CFA,Mitsubishi L200 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 900 000CFA,Mitsubishi Montero 2018,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,973 439,CFA/mois *,20 000 000CFA,Toyota Rav4 2022,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,745 277,CFA/mois *,15 000 000CFA,Nissan Kicks  2022,"Vridi, Abidjan, Côte d'Ivoire"
,,,17 800 000CFA,BMW X3 2018,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 000 000CFA,Volkswagen Passat 2014,"Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Toyota Corolla 2011,"Cocody, Abidjan, Côte d'Ivoire"
,,,18 000 000CFA,Jeep Wrangler 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Hyundai Santa fe 2014,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 700 000CFA,Toyota Corolla 2015,"Abidjan, Côte d'Ivoire"
,,,8 600 000CFA,Mitsubishi Pajero 2007,"Abidjan, Côte d'Ivoire"
A partir de,334 585,CFA/mois *,6 000 000CFA,Peugeot 301 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 850 000CFA,Nissan Juke 2010,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,517 115,CFA/mois *,10 000 000CFA,Fiat Fullback 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,996 255,CFA/mois *,20 500 000CFA,Toyota Rav4 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,758 967,CFA/mois *,15 300 000CFA,Honda H6 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 750 000CFA,Ford Focus 2002 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 700 000CFA,Peugeot 2008 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 200 000CFA,Toyota Corolla 1997,"Abidjan, Côte d'Ivoire"
A partir de,827 415,CFA/mois *,16 800 000CFA,Hyundai Santa Fe 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,585 564,CFA/mois *,11 500 000CFA,Suzuki Jimny 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,553 621,CFA/mois *,10 800 000CFA,Renault Kadjar 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,403 034,CFA/mois *,7 500 000CFA,BMW X1 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,403 034,CFA/mois *,7 500 000CFA,Suzuki Vitara 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,471 483,CFA/mois *,9 000 000CFA,Hyundai Elantra 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 600 000CFA,Land Rover Range Rover 2006,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 700 000CFA,Mercedes Benz C200 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 700 000CFA,Mercedes Benz C200 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,Mini Cooper 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,371 091,CFA/mois *,6 800 000CFA,Mitsubishi L200 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,229 631,CFA/mois *,3 700 000CFA,Suzuki Alto 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 200 000CFA,Peugeot 308 2014,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Honda CRV2 2002,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,654 012,CFA/mois *,13 000 000CFA,Toyota Rush 2021,"Abobo, Abidjan, Côte d'Ivoire"
,,,4 000 000CFA,Kia Rio 2014,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,631 196,CFA/mois *,12 500 000CFA,Kia Stonic 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 300 000CFA,Suzuki Vitara 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,238 757,CFA/mois *,3 900 000CFA,Suzuki Baleno 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,Kia Optima 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Ford Escape 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 000 000CFA,Hyundai Santa Fe Sport 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,234 194,CFA/mois *,3 800 000CFA,Suzuki S-Presso 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 292 866,CFA/mois *,27 000 000CFA,BMW X3 2023,"Angré, Abidjan, Côte d'Ivoire"
A partir de,4 624 031,CFA/mois *,100 000 000CFA,Toyota Land Cruiser 2024,"Angré, Abidjan, Côte d'Ivoire"
,,,3 400 000CFA,Nissan Hardbody 2007,"Yopougon, Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Kia Sportage 2018 ,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,553 621,CFA/mois *,10 800 000CFA,Hyundai Elantra 2020,"Angré, Abidjan, Côte d'Ivoire"
A partir de,553 621,CFA/mois *,10 800 000CFA,Toyota Hilux 2020 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,17 900 000CFA,Toyota Land Cruiser Prado 2015 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 939 545,CFA/mois *,85 000 000CFA,BMW X3 2025,"Angré, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Kia Sorento 2014 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 900 000CFA,GMC Terrain 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 055 577,CFA/mois *,21 800 000CFA,Nissan Qashqai 2025,"Angré, Abidjan, Côte d'Ivoire"
,,,8 950 000CFA,Kia Sportage 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 900 000CFA,Ford Ranger Tunee Raptor 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,562 747,CFA/mois *,11 000 000CFA,Nissan Kicks 2022,"Angré, Abidjan, Côte d'Ivoire"
A partir de,562 747,CFA/mois *,11 000 000CFA,Dongfeng Rich 6  4x4 2024,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,722 461,CFA/mois *,14 500 000CFA,Hyundai Kona 2022/23,"Angré, Abidjan, Côte d'Ivoire"
A partir de,690 518,CFA/mois *,13 800 000CFA,Hyundai Coupe 2021,"Angré, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Kia Forte 2020,"Angré, Abidjan, Côte d'Ivoire"
,,,8 950 000CFA,Mercedes-Benz ML350 2012 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 900 000CFA,Lexus RX 350 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 270 050,CFA/mois *,26 500 000CFA,BMW série 228I 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 900 000CFA,Kia -Stringer sport 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,676 828,CFA/mois *,13 500 000CFA,Suzuki Fronx 2024,"Marcory, Abidjan, Côte d'Ivoire"
,,,13 900 000CFA,Mitsubishi Pajero 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 133 152,CFA/mois *,23 500 000CFA,Hyundai Santa Cruz  2023 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,18 900 000CFA,Toyota 4Runner 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,722 461,CFA/mois *,14 500 000CFA,Suzuki Grand Vitara 2023,"Yopougon, Abidjan, Côte d'Ivoire"
,,,15 900 000CFA,Mercedes-Benz GLE 350 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,649 449,CFA/mois *,12 900 000CFA,Hyundai Tucson 2020 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 800 000CFA,Kia Soul 2018,"Yopougon, Abidjan, Côte d'Ivoire"
,,,3 700 000CFA,Mercedes-Benz C200 kompressor 2002,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,8 959 110,CFA/mois *,195 000 000CFA,Land Rover Range Rover 2024,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,3 843 717,CFA/mois *,82 900 000CFA,Toyota Land Cruiser 2025,"Koumassi, Abidjan, Côte d'Ivoire"
,,,12 900 000CFA,Jeep Grand Cherokee SRT2017 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Kia Sportage 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 700 000CFA,Peugeot 307 2007,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Hyundai Elantra 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,562 747,CFA/mois *,11 000 000CFA,Peugeot 3008 2020,"Marcory, Abidjan, Côte d'Ivoire"
,,,14 250 000CFA,Mercedes-Benz GLC 300 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,882 174,CFA/mois *,18 000 000CFA,Kia Seltos 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Mitsubishi L 200 2000,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,722 461,CFA/mois *,14 500 000CFA,Honda CR-V 2020,"Angré, Abidjan, Côte d'Ivoire"
A partir de,745 277,CFA/mois *,15 000 000CFA,Jetour X70 2024,"Marcory, Abidjan, Côte d'Ivoire"
,,,2 700 000CFA,Peugeot 207 2008,"Marcory, Abidjan, Côte d'Ivoire"
,,,7 000 000CFA,Hyundai Tucson 2006,"Yopougon, Abidjan, Côte d'Ivoire"
,,,9 000 000CFA,Toyota Rav4 2008 ,"Abobo, Abidjan, Côte d'Ivoire"
,,,11 000 000CFA,Toyota Prado 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 700 000CFA,Toyota Auris Hybride 2011,"Yopougon, Abidjan, Côte d'Ivoire"
,,,5 000 000CFA,Kia Optima 2015,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,608 380,CFA/mois *,12 000 000CFA,Nissan Cherry 2021,"Angré, Abidjan, Côte d'Ivoire"
,,,6 000 000CFA,Toyota Rav4 2007,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,507 989,CFA/mois *,9 800 000CFA,Suzuki Vitara 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 850 000CFA,Renault Duster 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,Suzuki Grand Vitara 2015 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,9 000 000CFA,Toyota Jj Cruiser 2012 ,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,Range Rover Sport  2022,"Koumassi, Abidjan, Côte d'Ivoire"
,,,4 900 000CFA,Toyota Camry 2010,"Cocody, Abidjan, Côte d'Ivoire"
,,,34 900 000CFA,Nissan Armada 2018,"Koumassi, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,Hyundai Elantra 2017 ,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,462 356,CFA/mois *,8 800 000CFA,Suzuki Ertiga 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 250 000CFA,Mitsubishi pajero 7 places 2009,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 250 000CFA,Mitsubishi pajero 7 places 2009,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 750 000CFA,Toyota fortuner 7 places 2015 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 850 000CFA,Volkswagen Passat 2012,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Hyundai accent gt-line 2016 boite auto,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 850 000CFA,Toyota rav4 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 500 000CFA,Jaguar type 2000 2001,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 850 000CFA,Hyundai tucson 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 019 071,CFA/mois *,21 000 000CFA,Hyundai Palissade 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,22 800 000CFA,Hyundai Tucson 2019,"Yopougon, Abidjan, Côte d'Ivoire"
,,,6 350 000CFA,Kia sorento 7 places 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,12 500 000CFA,Toyota Land Cruiser TXL 2015 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 200 000CFA,Mercedes-benz c230 4 matic 2008 v6,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,448 666,CFA/mois *,8 500 000CFA,Toyota Starlet 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 999 999CFA,Hyundai Tucson 2017,"Le plateau, Abidjan, Côte d'Ivoire"
A partir de,690 518,CFA/mois *,13 800 000CFA,Hyundai Tucson 2020,"Angré, Abidjan, Côte d'Ivoire"
,,,6 300 000CFA,Hyundai Accent 2017,"Koumassi, Abidjan, Côte d'Ivoire"
,,,9 500 000CFA,Honda CR-V 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 500 000CFA,Honda CR-V 2015,"Cocody, Abidjan, Côte d'Ivoire"
